hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
11,THU,1767 MICHAEL LA BOUVE DRIVE,1767 MICHAEL LA BOUVE DRIVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,3,NO,NO,na,1767 MICHAEL LA BOUVE DRIVE,20000.0,21000.0,fuzzy
11,TUE,LONDON BRIDGE RD,MIRROR LAKE DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,LONDON BRIDGE RD,33000.0,35000.0,exact
16,FRI,3231 PEELE CT,OLD CLUB HOUSE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,3,NO,NO,126,3231 PEELE CT,2400.0,2600.0,median_fill
13,FRI,200 JOAN TERR,200 S PLAZA TRL,   50 Feet From,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,200 JOAN TERR,2400.0,2600.0,median_fill
19,WED,500 BLOCK LYNNHAVEN PARKWAY,VIKING DRIVE,  150 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,500 BLOCK LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
17,WED,1200 OCEANA BLVD,HARPERS ROAD,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1200 OCEANA BLVD,30000.0,34000.0,fuzzy
18,SUN,2324 ROCK LAKE LOOP,BROWNSTONE CT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,REAR END,2,NO,NO,na,2324 ROCK LAKE LOOP,120.0,130.0,fuzzy
17,TUE,2200 BLOCK OF PRINCESS ANNE ROAD,CROSSROAD TRAIL,   20 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,OTHER,3,NO,NO,na,2200 BLOCK OF PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
13,MON,SILINA DR,BARCELONA LA,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,SILINA DR,6700.0,7200.0,exact
7,FRI,5800 NORTHAMPTON BL,NORWICH AV,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,0,NO,NO,na,5800 NORTHAMPTON BL,30000.0,34000.0,fuzzy
12,FRI,600 WITCHDUCK RD N,ARAGONA BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,0,NO,NO,na,600 WITCHDUCK RD N,5100.0,5600.0,fuzzy
13,SAT,5100 VIRGINIA BEACH BL,WITCHDUCK RD N,  191 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,0,NO,NO,na,5100 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
18,THU,756 FIRST COLONIAL ROAD,REPUBLIC ROAD,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,YES,na,756 FIRST COLONIAL ROAD,36000.0,39000.0,fuzzy
15,FRI,4700 COLUMBUS ST,200 CORPORATE PSRK LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,324,4700 COLUMBUS ST,15000.0,16000.0,fuzzy
15,FRI,4300 BONNEY,100 S FIR AVE,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,4300 BONNEY,2400.0,2600.0,median_fill
18,SAT,100 S INDEPENDENCE,4400 BONNEY RD,  300 Feet From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,100 S INDEPENDENCE,7900.0,8100.0,fuzzy
17,SUN,5339 VIRGINIA BEACH,CLEARFIELD AV,  300 Feet From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,5339 VIRGINIA BEACH,2400.0,2600.0,median_fill
15,WED,3900 VIRGINIA BEACH BL,100 N KENTUCKY AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,322,3900 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
16,TUE,4300 SHORE RD,TREASURE ISLAND DR,10.00 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,3,NO,,na,4300 SHORE RD,15000.0,16000.0,fuzzy
22,THU,5233 FAIRFIELD BL,LORD DUNMORE DR,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,422,5233 FAIRFIELD BL,30000.0,34000.0,fuzzy
8,THU,2100 VIRGINIA BEACH BL,PHILLIP AV,  999 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,OTHER,1,NO,NO,222,2100 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
13,SUN,1340 GREAT NECK RD N,LAKESIDE DR N,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,221,1340 GREAT NECK RD N,39000.0,42000.0,fuzzy
8,FRI,3500 PACIFIC AV,35TH ST,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,226,3500 PACIFIC AV,2400.0,2600.0,median_fill
10,TUE,1500 INDEPENDENCE BL S,400 GREEN MEADOWS DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1500 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
8,THU,1600 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,REAR END,2,NO,NO,224,1600 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
15,FRI,800 FIRST COLONIAL RD,REPUBLIC RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,800 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
15,FRI,2200 PARKS AVE,22 ND ST,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,2200 PARKS AVE,80.0,90.0,fuzzy
22,FRI,5100 SHELL RD, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,329,5100 SHELL RD,700.0,770.0,fuzzy
22,FRI,5000 FERRELL PW,INDIAN RIVER RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,425,5000 FERRELL PW,43000.0,47000.0,fuzzy
7,THU,1968 SANDBRIDGE RD,FISHER AR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,YES,NO,122,1968 SANDBRIDGE RD,13000.0,14000.0,fuzzy
18,SAT,4300 DAM NECK,SALEM RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4300 DAM NECK,36000.0,38000.0,fuzzy
18,FRI,500 KEMPSVILLE RD,PRINCESS ANNE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,na,500 KEMPSVILLE RD,39000.0,42000.0,fuzzy
22,SUN,1500 LYNNHAVEN PW,1300 ROSEMONT RD S,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,428,1500 LYNNHAVEN PW,46000.0,50000.0,fuzzy
13,FRI,5121 FALLSMEAD DOWNS,BRESTWICK COMNS,   52 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,5121 FALLSMEAD DOWNS,2400.0,2600.0,median_fill
13,WED,1900 KEMPSVILLE RD,CENTERVILLE TP,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1900 KEMPSVILLE RD,39000.0,42000.0,fuzzy
7,TUE,252 ROSEMONT RD S,PLAZA TL S,00.15 Miles From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,252 ROSEMONT RD S,30000.0,32000.0,fuzzy
6,SUN,VIRGINIA BEACH BL,INDEPENDENCE BL,  200 Feet From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,0,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
11,SAT,4500 PLAZA TL S,BRENNEMAN TL,Yes,DAYLIGHT,MIST,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4500 PLAZA TL S,2400.0,2600.0,median_fill
18,FRI,658 INDEPENDENCE BL,INDEPENDENCE BL, 1.00 Miles From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT IN ROAD,0,NO,NO,na,658 INDEPENDENCE BL,73000.0,77000.0,fuzzy
10,SAT,300 INDEPENDENCE BL,4600 VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,0,NO,NO,na,300 INDEPENDENCE BL,73000.0,77000.0,fuzzy
14,SUN,19 TH ST,JEFFERSON AVE,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,19 TH ST,3300.0,3500.0,fuzzy
17,MON,N BIRDNECK RD,LASKIN RD,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-NOT WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,N BIRDNECK RD,3900.0,4200.0,fuzzy
19,THU,4700 VIRGINIA BEACH BLVD,300 SECOND ST,   50 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,321,4700 VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
16,THU,4700 PEMBROKE BL,SULLIVAN BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-NOT WORKING,TWO APPROACHES,ANGLE,2,NO,NO,328,4700 PEMBROKE BL,3800.0,4000.0,fuzzy
21,FRI,5000 CLEVELAND ST,200 BRIAN AV,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,4,NO,NO,325,5000 CLEVELAND ST,9600.0,10000.0,fuzzy
14,MON,FIRST COLONIAL RD,TOTTENHAM LA,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,FIRST COLONIAL RD,36000.0,39000.0,exact
13,SUN,1700 LONDON BRIDGE RD,2300 DAM NECK RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,228,1700 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
16,FRI,4600 PRINCESS ANNE RD,800 HANOVER DR,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,YES-WITH SCHOOL ACTIVITY,NO,na,4600 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
15,THU,300 BLOCK FIRST  COLONIAL ROAD,1700 BLOCK VIRGINIA BEACH BOULEVARD,10000 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,300 BLOCK FIRST  COLONIAL ROAD,36000.0,39000.0,fuzzy
19,TUE,INDIAN RIVER RD,LYNNHAVEN PW,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,4,NO,NO,na,INDIAN RIVER RD,71000.0,78000.0,exact
20,WED,2900 INDEPENDENCE BL S,BELLSPRING DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2900 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
15,MON,400 S. INDEPENDENCE BLVD,400 INVESTORS PL,   25 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,400 S. INDEPENDENCE BLVD,73000.0,77000.0,fuzzy
17,THU,3300 VBB,NORTH PLA TRL,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3300 VBB,2400.0,2600.0,median_fill
20,SAT,5300 KEMPSVILLE RD,1300 FORDHAM DR,   10 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,5300 KEMPSVILLE RD,39000.0,42000.0,fuzzy
15,MON,600 ROSEMONT RD S,VAN BUREN RD,  350 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,600 ROSEMONT RD S,30000.0,32000.0,fuzzy
16,MON,5400 GREENWICH RD,CLEVELAND ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,5400 GREENWICH RD,1600.0,1800.0,fuzzy
19,MON,1700 LAKE CHRISTOPHER DR,MELHALL RD,  700 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,1700 LAKE CHRISTOPHER DR,20000.0,21000.0,fuzzy
15,TUE,6000 INDIAN RIVER RD,1600 LEVEL GREEN BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,6000 INDIAN RIVER RD,71000.0,78000.0,fuzzy
18,TUE,500 ROSEMONT RD S,3600 KINGS POINT RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,500 ROSEMONT RD S,30000.0,32000.0,fuzzy
18,THU,200 WITCHDUCK RD S,ANVERS RD,  527 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,200 WITCHDUCK RD S,5100.0,5600.0,fuzzy
17,TUE,500 GREEN MEADOWS,SILVERLEAF DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,426,500 GREEN MEADOWS,4100.0,4400.0,fuzzy
14,TUE,3700 S PLAZA TRL,PRESIDENTIAL BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3700 S PLAZA TRL,11000.0,12000.0,fuzzy
16,TUE,4500 PRINCESS ANNE RD,BRENNEMAN FARM SHOPPING CENTER,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,4500 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
15,TUE,2200 BLK LYNNHAVEN PKWY,ROUND HILL DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,2200 BLK LYNNHAVEN PKWY,46000.0,50000.0,fuzzy
20,FRI,HOLLAND RD,SHORE;INE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,3,NO,NO,na,HOLLAND RD,36000.0,38000.0,exact
23,TUE,800 WINDSOR OAKS BL,TRADITIONS PL,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,426,800 WINDSOR OAKS BL,6000.0,6400.0,fuzzy
8,THU,DAM NECK RD,HOLLAND RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,DAM NECK RD,36000.0,38000.0,exact
14,TUE,4600 COLUMBUS ST,100 MARKET ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,4600 COLUMBUS ST,15000.0,16000.0,fuzzy
7,MON,400 INDEPENDENCE BL,4600 JEANNE ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,400 INDEPENDENCE BL,73000.0,77000.0,fuzzy
14,FRI,INDEPENDENCE BL,SHELDON RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
1,TUE,N. WITCHDUCK ROAD,BAKER ROAD,  484 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT IN ROAD,1,NO,NO,na,N. WITCHDUCK ROAD,5100.0,5600.0,exact
14,FRI,4000 BLK SHORE DR,4000 BLK FIRST COURT RD,  155 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,PEDESTRIAN,1,NO,NO,na,4000 BLK SHORE DR,20000.0,21000.0,fuzzy
11,THU,LITTLE NECK RD,EDINBURGH DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,LITTLE NECK RD,16000.0,18000.0,exact
13,MON,FIRST ST,SECOND ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,FIRST ST,36000.0,39000.0,fuzzy
13,SUN,VIRGINIA BEACH BL,ROSEMONT RD N,00.50 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,HEAD ON,2,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
11,THU,WITCHDUCK RD,SOUTHERN BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,WITCHDUCK RD,5100.0,5600.0,fuzzy
12,WED,5100 CLEVELAND ST,EXPRESSWAY CT,  999 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,HEAD ON,2,NO,NO,na,5100 CLEVELAND ST,9600.0,10000.0,fuzzy
9,TUE,1400 NIMMO PW,2200 GENERAL BOOTH BL,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,1,NO,NO,na,1400 NIMMO PW,2400.0,2600.0,median_fill
15,FRI,1500 MILL DAM RD,GREAT NECK RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1500 MILL DAM RD,8500.0,9300.0,fuzzy
15,SAT,LONDON BRIDGE RD,VIRGINIA BEACH BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,LONDON BRIDGE RD,33000.0,35000.0,exact
18,WED,1800 VILLAGE RD,300 S CHESIRE CT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,1800 VILLAGE RD,39000.0,42000.0,fuzzy
20,MON,2400 SHORE DR,1100 ATLANTIC AVE,Yes,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,2400 SHORE DR,5000.0,5400.0,fuzzy
13,TUE,1100 LYNNHAVEN PW,RIVERBEND RD,  518 Feet From,DAYLIGHT,FOG,DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1100 LYNNHAVEN PW,46000.0,50000.0,fuzzy
7,TUE,2300 LONDON BRIDGE RD,1900 COUNTRY MANOR LA,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,OTHER,1,NO,NO,na,2300 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
18,WED,3600 INDIAN RIVER RD,NORTHLANDING RD,01.00 Miles From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,3600 INDIAN RIVER RD,71000.0,78000.0,fuzzy
18,THU,3900 TOPAZ LA,1700 MOONSTONE DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,3900 TOPAZ LA,2400.0,2600.0,median_fill
7,THU,1400 LYNNHAVEN PW,3500 PRIMROSE LA,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,128,1400 LYNNHAVEN PW,46000.0,50000.0,fuzzy
7,MON,WINDSOR OAKS BL,HIBISCUS LA,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,WINDSOR OAKS BL,6000.0,6400.0,exact
9,THU,2800 DAM NECK RD,1500 DRAKESMILE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,2800 DAM NECK RD,36000.0,38000.0,fuzzy
22,WED,1600 UPTON DR,PATTINGTON CI,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,123,1600 UPTON DR,5000.0,5400.0,fuzzy
9,MON,5108 VIRGINIA BEACH BLVD,300 WITCHDUCK RD N,  150 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,0,YES-WITH SCHOOL ACTIVITY,NO,na,5108 VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
11,SAT,3300 HOLLAND RD,GREEN RUN BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3300 HOLLAND RD,36000.0,38000.0,fuzzy
14,SUN,BIRDNECK RD N,VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,BIRDNECK RD N,3900.0,4200.0,fuzzy
9,TUE,900 KEMPSVILLE RD,5200 PROVIDENCE RD,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,900 KEMPSVILLE RD,39000.0,42000.0,fuzzy
